Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Backrest type (product.metafields.shopify.backrest-type),Color (product.metafields.shopify.color-pattern),Seat type (product.metafields.shopify.seat-type),Shape (product.metafields.shopify.shape),Upholstery material (product.metafields.shopify.upholstery-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Status
ring-nero-marquina,Ring nero marquina,"<p><span>The Ring Nero Marquina plays with function and sculptural form to create a timeless design experience through its classical Ring shape and finest wood. Its hand-painted Nero Marquina texture and bold design make it a luxurious centerpiece for any Living space.</span></p>
<ul>
<li><strong>SIZE: IN: W 40 x D 2.5 x H 40</strong></li>
<li>
<strong>PRODUCT CODE:<span> WHM-003</span></strong><strong><span></span></strong>
</li>
<li><strong>MATERIAL: WOOD, MIRROR</strong></li>
</ul>
<!---->",Lusso Homey Store,Home & Garden > Decor > Mirrors,mirror,"bedroom, Furniture, Lusso Homey, mirror, Ring nero marquina",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,67000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/AccessoriesLH-25.jpg?v=1724059880,1,"",false,,,,black,,round,,,kg,,,true,,,active
bow-coffee-table,BOW COFFEE TABLE,"<p>The Bow Table is elegant and flexible, offering a multi-level surface. Its large size and different heights create unique, sculptural arrangements with overlapping tabletops, perfect for various room setups.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">SIZE: IN:<span data-mce-fragment=""1""> W </span><span data-mce-fragment=""1"">39</span><span data-mce-fragment=""1""> </span>x D 39 x H 7</strong></li>
<li><strong data-mce-fragment=""1"">SIZE: IN:<span data-mce-fragment=""1""> W </span><span data-mce-fragment=""1"">39</span><span data-mce-fragment=""1""> </span>x D 39 x H 9</strong></li>
<li>
<strong data-mce-fragment=""1"">SIZE: IN:<span data-mce-fragment=""1""> W </span><span data-mce-fragment=""1"">27</span><span data-mce-fragment=""1""> </span>x D 27 x H 12</strong><strong data-mce-fragment=""1""></strong>
</li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">PRODUCT CODE: FTC-017</strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">MATERIAL: WOOD</strong></li>
</ul>
<!---->",Lusso Homey Store,Furniture > Tables > Accent Tables > Coffee Tables,Tables,"Furniture, Lusso Homey, tables",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,285000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/tablelh25.jpg?v=1722926487,1,"",false,,,,,,,,,kg,,,true,,,active
bow-coffee-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/tablelh25-1.jpg?v=1722926487,2,"",,,,,,,,,,,,,,,,
bow-coffee-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/tablelh25-2.jpg?v=1722926487,3,"",,,,,,,,,,,,,,,,
bow-coffee-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/tablelh25-3.jpg?v=1722926487,4,"",,,,,,,,,,,,,,,,
pietra-oval-nero-marquina,Pietra oval nero marquina,"<p>The Pietra oval dining table shapes a timeless experience through its classical aura and finest Nero Marquina black. A noble dining table with a hand-painted texture. This exquisite piece combines artistry and elegance. Perfect for those who appreciate unique design, this table elevates any dining space with its bold, luxurious appeal.</p>
<ul>
<li><strong>SIZE: IN: W 96 x D 48 x H 30</strong></li>
<li><strong>PRODUCT CODE: FTD-013</strong></li>
<li><strong>MATERIAL: WOOD AND MDF</strong></li>
</ul>
<!---->",Lusso Homey Store,Furniture > Tables > Kitchen & Dining Room Tables,Dining Table,"Dining Table, Furniture, Lusso Homey, tables",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,725000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Dining_table_collection_-_14-3.jpg?v=1722875866,1,"",false,,,,,,,,,kg,,,true,,,active
pietra-oval-nero-marquina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Dining_table_collection_-_14-1.jpg?v=1722871011,2,"",,,,,,,,,,,,,,,,
pietra-oval-nero-marquina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Dining_table_collection_-_14-2.jpg?v=1722871012,3,"",,,,,,,,,,,,,,,,
pietra-oval-nero-marquina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Dining_table_collection_-_14.jpg?v=1722871011,4,"",,,,,,,,,,,,,,,,
pietra,Pietra nero marquina,"<p>The Pietra console plays with function and sculptural form to create a timeless design experience through its classical Greek aura and finest wood. A reminder of the Renaissance era, its top gently lies in two unique and sturdy marble columns conceived from a solid block that is hand-sculpted. This Pietra console is effortlessly stylish and suitable for those looking for a contemporary piece with a Hellenic revival style.</p>
<ul>
<li><strong>SIZE: IN: W 70 x D 18 x H 33</strong></li>
<li><strong>PRODUCT CODE:<span> </span><span data-mce-fragment=""1"">FTN-014</span></strong></li>
<li><strong>MATERIAL: WOOD</strong></li>
</ul>
<!---->",Lusso Homey Store,Furniture > Tables,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,285000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Consoles_-_16.jpg?v=1722928869,1,"",false,,,,,,,,,kg,,,true,,,active
pietra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Consoles_-_16-1.jpg?v=1722928870,2,"",,,,,,,,,,,,,,,,
pietra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Consoles_-_16-2.jpg?v=1722928870,3,"",,,,,,,,,,,,,,,,
pietra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Consoles_-_16-3.jpg?v=1722928870,4,"",,,,,,,,,,,,,,,,
camaleonda,Camaleonda,"<p class=""MsoNormal""><span style=""font-size: 10.5pt; line-height: 107%; font-family: 'Helvetica',sans-serif; background: white;"">The sectional elements of the Camaleonda collection can be used freely and apart from one another. The Camaleonda collection is very comfortable and the fact that it is modular provides it with endless flexible solutions for any project or living room.</span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">SIZE: CM: <span style=""font-size: 10.5pt; line-height: 107%; font-family: 'Helvetica',sans-serif; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; background: white; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">287</span> x <span style=""font-size: 10.5pt; line-height: 107%; font-family: 'Helvetica',sans-serif; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; background: white; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">68</span> x <span style=""font-size: 10.5pt; line-height: 107%; font-family: 'Helvetica',sans-serif; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; background: white; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">95</span></strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">PRODUCT CODE: FSS-033</strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">MATERIAL: WOOD, FABRIC</strong></li>
</ul>
<!---->",Lusso Homey Store,Furniture > Sofas,"",Furniture,true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,348000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Sofascollection-34-1_932836d6-8edc-45e8-abd1-bf870df33c13.jpg?v=1719579522,1,"",false,,,,,,,,,kg,,,true,,,active
camaleonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Sofascollection-34_36379afd-4407-4a04-bda0-cbcd5eb82607.jpg?v=1719579522,2,"",,,,,,,,,,,,,,,,
diwer-armchair,Diwer,"<p class=""MsoNormal""><span style=""font-size: 10.5pt; line-height: 107%; font-family: 'Arial',sans-serif; background: white;"" data-mce-style=""font-size: 10.5pt; line-height: 107%; font-family: 'Arial',sans-serif; background: white;"">This Diwer Armchair is a classy, yet sassy addition to your home's decor. With its White faux fir seat and back on the gold-finished metal frame, the look results in chic cool. Great accent chair for any area of the home.</span><strong><span style=""font-size: 14.0pt; mso-bidi-font-size: 11.0pt; line-height: 107%; font-family: 'Arial',sans-serif; font-weight: normal;"" data-mce-style=""font-size: 14.0pt; mso-bidi-font-size: 11.0pt; line-height: 107%; font-family: 'Arial',sans-serif; font-weight: normal;""></span></strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">SIZE: IN: W <span>24</span><strong> x D <span>32</span> x H <span>24</span></strong></strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">PRODUCT CODE: FTN-012</strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">MATERIAL: BRASS, VELVET</strong></li>
</ul>",Lusso Homey Store,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,125000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-34.jpg?v=1715326544,1,"",false,,,,,,,,,kg,,,true,,,active
vivaldi-black,Vivaldi Black,"<p class=""MsoNormal""><span style=""mso-bidi-font-size: 9.0pt; line-height: 107%; font-family: 'Arial',sans-serif; background: white;"">A rosewood console table, with a marble top, a frieze carved in a foliate design, a flower design in the center, and small Petals on the sides and abstract leaves on the bottom front legs, with a carved x-stretcher between carved cabriole legs.</span><strong><span style=""font-size: 14.0pt; mso-bidi-font-size: 11.0pt; line-height: 107%; font-family: 'Arial',sans-serif; font-weight: normal;""></span></strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">SIZE: CM: <strong>150 x 35 x 65</strong></strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">PRODUCT CODE: FTN-013</strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">MATERIAL: WOOD, MARBLE</strong></li>
</ul>",Lusso Homey Store,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,297000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Consoles-15.jpg?v=1715082709,1,"",false,,,,,,,,,kg,,,true,,,active
agata,Agata,"<p class=""MsoNormal""><span style=""font-family: 'Arial',sans-serif; background: white;"">Round floor dresser mirror suspended on a hook in shiny brass &amp; marble polished finished cylinder base. The look is very retro-modern.</span><strong><span style=""font-family: 'Arial',sans-serif; font-weight: normal;""></span></strong></p>
<ul>
<li><strong>SIZE: CM:<span> </span><span data-mce-fragment=""1"">33</span><span> </span>x <span data-mce-fragment=""1"">66 x 15</span></strong></li>
<li><strong>PRODUCT CODE: FHM-001</strong></li>
<li><strong>MATERIAL: MARBLE,<span> BRASS, MIRROR</span></strong></li>
</ul>",Lusso Homey Store,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,62000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/AccessoriesLH-23.jpg?v=1715074929,1,"",false,,,,,,,,,kg,,,true,,,active
dolmen,Dolmen,"<p>Dolmen is a tailor-made, free-standing display unit. Featuring a wooden structure and finished in glass, the Dolmen unit is complete with a unique partition in 10 mm floating glass that allows for convenient, visible storage.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">SIZE: IN:<span data-mce-fragment=""1""> W <strong>60 x D 18 x H 30</strong></span><span data-mce-fragment=""1""></span></strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">PRODUCT CODE: FS-022</strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">MATERIAL: WOOD, GLASS</strong></li>
</ul>",Lusso Homey Store,Furniture,Beds room,"Beds, Furniture, Lusso Homey",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,285000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Storagecabinet-23.jpg?v=1715082333,1,"",false,,,,,,,,,kg,,,true,,,active
jean-vier,JEAN-VIER,"<p class=""MsoNormal"">Our exclusive range of made-to-order upholstery includes our JEAN-VIER drum stool. Our love of all things green is epitomized here in our leaf study, and animals using a plethora of intertwined garlands, printed on velvet. This lovely statement piece makes a great dressing table stool, bedside, or occasional table.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">SIZE: CM:<span data-mce-fragment=""1""> </span><span data-mce-fragment=""1"">34</span><span data-mce-fragment=""1""> </span>x 45<span data-mce-fragment=""1""></span></strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">PRODUCT CODE: FSO-010</strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">MATERIAL: WOOD, VELVET</strong></li>
</ul>",Lusso Homey Store,,Beds room,"Beds, Furniture, Lusso Homey",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,35000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Ottoman-10.jpg?v=1715082503,1,"",false,,,,,,,,,kg,,,true,,,active
bell-lamp,Bell Lamp,"<p data-mce-fragment=""1""><span>The hanging lamp in the shape of a bell to represent a very early and essential form of communication.</span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong>SIZE: CM: 75 x 75 x 90</strong></li>
<li data-mce-fragment=""1""><strong>PRODUCT CODE: LRL-003</strong></li>
<li data-mce-fragment=""1""><strong>MATERIAL: FIBERGLASS</strong></li>
</ul>",Lusso Homey Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,325000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/AccessoriesLH-22.jpg?v=1712570148,1,"",false,,,,,,,,,kg,,,true,,,active
clivedon-tufted-bed,Clivedon Tufted Bed,"<p>Transform your bedroom into a glorious chamber with our Regency Bed. The upholstered sleigh bed features faux leather with button tufting and nail head trim for a luxurious touch. Elegant bun feet and carved rails with decorative carvings create a look that's fit for royalty.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">SIZE: IN: W 78 x D 80 x H 58</strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">PRODUCT CODE: FB-017</strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">MATERIAL: WOOD, LEATHER </strong></li>
</ul>",Lusso Homey Store,Uncategorized,Beds,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,390000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Bedscollection_Nightstands-35.jpg?v=1712569094,1,"",false,,,,,,,,,kg,,,true,,,active
tufted-modern-sofa,Tufted Modern Sofa,"<p data-mce-fragment=""1"">The folks at Restoration Hardware have created a dramatic large-scale tufted modern sofa with an imposingly buttoned back and a seat that reminds somehow of horse carriage upholstery. It’s instantly masculine.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">SIZE: CM: 420 x 85 x 100</strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">PRODUCT CODE: FSS-032</strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">MATERIAL: WOOD, SUEDE</strong></li>
</ul>",Lusso Homey Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,435000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Sofascollection-33.jpg?v=1712567341,1,"",false,,,,,,,,,kg,,,true,,,active
zephal-dining-chair,Zephal Dining  Chair,"<p data-mce-fragment=""1""><span>Inspired by the essential shape of the mathematical constant Pi (""pi greco"" in Italian) that is extended and actualized in a harmonious structure, this chair crafted of prized walnut will make for a superb complement piece for modern dining rooms. The outstanding element is the fully enveloping curve incorporating the backrest that, paired with the parallel vertical legs, recalls the silhouette of a Pi. Please contact the Concierge for customization inquiries.</span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">SIZE: IN: W 23 x D 22 x H 30</strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">PRODUCT CODE: FSD-014</strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">MATERIAL: WOOD, FABRIC</strong></li>
</ul>",Lusso Homey Store,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,68000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-6.jpg?v=1712566610,1,"",false,,,,,,,,,kg,,,true,,,active
brass-table,Brass Table,"<p>Modern and simple, a marble finish glass top, sits on a gold frame. It is a must-have for a contemporary home. Bring in some luxe &amp; give your living spaces a global edge.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">SIZE: IN:<span data-mce-fragment=""1""> W </span><span data-mce-fragment=""1"">19</span><span data-mce-fragment=""1""> </span>x D 19 x H 23<span data-mce-fragment=""1""></span></strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">PRODUCT CODE: FTS-021</strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">MATERIAL: BRASS, GLASS</strong></li>
</ul>",Lusso Homey Store,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,62000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/tablelh24.jpg?v=1712565387,1,"",false,,,,,,,,,kg,,,true,,,active
thorton-sofa,Thorton Sofa,"<p data-mce-fragment=""1""><span>Spark memorable conversations with the Sublime Curve Back Sofa. Finely upholstered in soft polyester fabric generously padded in dense foam, Sublime creates a premium seating experience. Exterior vertical channel tufting artfully contrasts the curved back form of this tailored statement piece perfect for the modern living room, entryway, lounge area, or bedroom.</span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">SIZE: CM: 260 x 100 x 80</strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">PRODUCT CODE: FSS-031</strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">MATERIAL: WOOD, VELVET</strong></li>
</ul>",Lusso Homey Store,,Sofas,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,345000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Sofascollection-31.jpg?v=1712564677,1,"",false,,,,,,,,,kg,,,true,,,active
